"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @Yashsha84363877: The banking sector is becoming more exposed to cyber crime after the Covid pandemic accelerated digitalisation and rem…","en","India",-0.5423,0.259,0.741,0,"neg",2021-05-27,NA,"India",-1
"RT @RMantri: “Not only has China managed to get away with spawning the greatest global health calamity of our time, it also has successfull…","en","New Delhi, India",0.8402,0,0.556,0.444,"pos",2021-05-27,"New Delhi","India",1
"#ArunachalPradesh: Capital Complex region recorded the highest number of fresh COVID-19 cases at 76, followed by Ta… https://t.co/2gxpVqFNos","en","Guwahati, India",0.3818,0,0.714,0.286,"pos",2021-05-27,"Guwahati","India",1
"#VACCINE_ALERT for age 18 and Above in KANVA DIAGNOSTIC1 560010 #BBMP has dose1 1 and dose2 0 Paid #COVISHIELD on 2… https://t.co/k2qSlFfUXK","en","Bengaluru, India",0,0,1,0,"neu",2021-05-27,"Bengaluru","India",0
"RT @sanket: अब #IMA vs #BabaRamdev

Watch the full discussion here: https://t.co/gGJMdUMdMV

#Ramdev #Allopathy #coronavirus #COVID19 #Covi…","en","Bhilai, India",0,0,1,0,"neu",2021-05-27,"Bhilai","India",0
"India undergoing bitter experience of COVID 19 she must have future plans allocatingmorefunds4health care onpermane… https://t.co/6rzzZm0IaT","en","Bengaluru South, India",0.1027,0.187,0.6,0.213,"pos",2021-05-27,"Bengaluru South","India",1
"RT @SantoshPatilGa4: 4 days ,4 campaigns, 35 field workers,  more than 7000 participated farmers....
This is the story of dedication toward…","en","Agra, India",0,0,1,0,"neu",2021-05-27,"Agra","India",0
"Under all the calamity that is surrounding us like the Covid 19. The political skull Duggery engulfing us. We have… https://t.co/ASTpHem6rH","en","Bangalore, India",0.3612,0,0.737,0.263,"pos",2021-05-27,"Bangalore","India",1
"ABVP Kumbakonam students to be provided with herbal drinking water and to raise awareness about covid-19
@ABVPVoice… https://t.co/t8UUA3lzc1","en","Madurai South, India",0,0,1,0,"neu",2021-05-27,"Madurai South","India",0
"📰#IIT Kharagpur postponed #JEE Advanced 2021 due to the current Covid-19 situation in the country. No new dates ann… https://t.co/NSoJ2kHUqY","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"A childhood friend in Delhi is no more. He was tested ""positive"" for COVID-19 in India, as per RSS - BJP's 'positiv… https://t.co/b2DNvUq9S0","en","India",0.4939,0,0.738,0.262,"pos",2021-05-27,NA,"India",1
"RT @COVIDNewsByMIB: #IndiaFightsCorona

#Myth: Centre is not giving enough vaccines to the States

#Fact: Centre is allotting enough vaccin…","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"Have a question for a #COVIDHero? Send it to us using #MainCOVIDHero

Login to https://t.co/Krb7NGKtEO for more suc… https://t.co/Z4tVmAzkVX","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"Covid: France imposes quarantine on UK travellers
#news #covid #india #coronavirus #instagram #love #follow #like… https://t.co/kCDh4uKHqy","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

State-wise details of Total Confirmed #COVID19 cases (till 27 May, 2021, 8 AM) 

➡️States with 1…","en","Chennai, India",0.4767,0,0.721,0.279,"pos",2021-05-27,"Chennai","India",1
"RT @ShamirOmari: Home collection for the below mentioned tests are available at affordable prices.

Note: Covid-19 tests including Rapid An…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"#LIVE | Uttar Pradesh CM @myogiadityanath details state's COVID-19 battle, says 'have to tread cautiously'

Watch h… https://t.co/a3910Gjjxa","en","Mumbai, India",-0.1027,0.123,0.877,0,"neg",2021-05-27,"Mumbai","India",-1
"Here's everything you need to know about where and how your donations towards the #TogetherForIndia campaign is bei… https://t.co/Jgar2B0IGP","en","Mumbai, India",0,0,1,0,"neu",2021-05-27,"Mumbai","India",0
"Facebook won’t block posts about #covid19 being man-made anymore

https://t.co/vytawEMJ3K https://t.co/8deIcBTKdx","en","India",-0.4404,0.367,0.633,0,"neg",2021-05-27,NA,"India",-1
"RT @zules7172: Published: 24 May

Tiruvannamalai, Dr. Karthika (29), a Dermatologist, who runs her own clinic, was pregnant &amp; was tested +v…","en","Delhi, India",0,0,1,0,"neu",2021-05-27,"Delhi","India",0
"RT @EternalSunProd: Shared knowledge is our greatest ally in this fight against Covid-19.
Together, @audiomaticIN and @EternalSunProd 
 are…","en","Bankura, India",0.5859,0.2,0.308,0.492,"pos",2021-05-27,"Bankura","India",1
"#Punjab CM @capt_amarinder rolls out new initiative of #Youthcadre to fight #Covid19 under #MissionFateh2… https://t.co/HofcbT42kF","en","Mohali, India",-0.3818,0.394,0.606,0,"neg",2021-05-27,"Mohali","India",-1
"RT @news18dotcom: Reliance Industries Limited is set to kick off a free of cost inoculation programme, in what will be the biggest Covid-19…","en","India",0.5106,0,0.752,0.248,"pos",2021-05-27,NA,"India",1
"Zydus Cadila seeks Drug Controller General Of India (DCGI) approval to conduct clinical trials for monoclonal antib… https://t.co/slfOaQ2RhH","en","Gujarat, India",0,0,1,0,"neu",2021-05-27,"Gujarat","India",0
"RT @NewIndianXpress: @xpressandhra @Kalyan_TNIE @Guru_TNIE @urstrulyMahesh @gsvasu_TNIE @XpressHyderabad @janar_TNIE @AmruthaKosuru @Murthy…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @IndiaTodayTech: The Covid-19 vaccination certificate can be downloaded using either Aarogya Setu app, or Co-WIN Portal. It is easy to d…","en","Bengaluru, India",0.5859,0,0.759,0.241,"pos",2021-05-27,"Bengaluru","India",1
"RT @thewire_in: The Indian Medical Association has written to PM Modi, demanding that yoga guru Ramdev be booked immediately under sedition…","en","Azamgarh, India",-0.128,0.111,0.889,0,"neg",2021-05-27,"Azamgarh","India",-1
"RT @VelayuthamV5: #webinar on #Conserve #energy to Conquer-Energy conservation which was a tool few decades ago to reduce manufacturing cos…","en","Hyderabad, India",0,0,1,0,"neu",2021-05-27,"Hyderabad","India",0
"RT @PoonambenMaadam: Amidst the current prevailing myths on India’s #COVID19 vaccination program, Dr. Vinod Paul, Member, NITI Aayog &amp; Chai…","en","Chikhli, India",0,0,1,0,"neu",2021-05-27,"Chikhli","India",0
"Why shouldn't such body b barred or banned or its registration cancelled? Does India need a parallel body to MCI?… https://t.co/yyMFJ5CyjE","en","Kolkata, India",-0.6808,0.412,0.588,0,"neg",2021-05-27,"Kolkata","India",-1
"RT @COVIDNewsByMIB: #IndiaFightsCorona

📍𝑰𝒏𝒅𝒊𝒂'𝒔 #𝑽𝒂𝒄𝒄𝒊𝒏𝒂𝒕𝒊𝒐𝒏𝑫𝒓𝒊𝒗𝒆 𝒂𝒑𝒑𝒓𝒐𝒂𝒄𝒉𝒆𝒔 20.2 𝒄𝒓𝒐𝒓𝒆 𝒎𝒂𝒓𝒌 𝒐𝒇 𝒂𝒅𝒎𝒊𝒏𝒊𝒔𝒕𝒆𝒓𝒆𝒅 𝒅𝒐𝒔𝒆𝒔.

☑️#StaySafe, follow #…","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"RT @UnitedWithINC: Will now @Tejasvi_Surya call a press conference??

Babu, who is now in the police net, had accompaniedTejasvi Surya,  ML…","en","Hubli, India",0,0,1,0,"neu",2021-05-27,"Hubli","India",0
"North delhi has at least 1473 new slots available between 27-05-21 &amp; 03-06-21.
Covishield:1473 
Covaxin:0 
18+:0 
4… https://t.co/dQWnsPqncl","en","Delhi,India",0,0,1,0,"neu",2021-05-27,"Delhi","India",0
"#Nifty #USDINR 

RBI’s policy normalisation is still “a long way off” and will begin only in late 2022 amid growth… https://t.co/iBq1XpT2r5","en","India",0.3818,0,0.776,0.224,"pos",2021-05-27,NA,"India",1
"A central system for procurement and distribution of free Covid vaccines was among eight recommendations for India… https://t.co/PTNblwvIHl","en","New Delhi, India",0.7003,0,0.608,0.392,"pos",2021-05-27,"New Delhi","India",1
"RT @mamatarsingh: Salute to Doctors🙏
Who have been tirelessly working to save humankind!
 
#StaySafe
#StayPositive
Portrait below shows pic…","en","India",0.4939,0,0.714,0.286,"pos",2021-05-27,NA,"India",1
"#Manipur: As many as 254 persons attended the fasting programme at Koide Lower Baptist Church in Manipur's Senapati… https://t.co/T86fAJXl7C","en","Guwahati, India",-0.296,0.18,0.82,0,"neg",2021-05-27,"Guwahati","India",-1
"35,000 adult volunteers have been enrolled in the United States, Asia, Africa and Latin America for the vaccine tri… https://t.co/wuOG9LlrqE","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @RcyuvashkthiAdi: We @RcYuvashkthiSkm Team stepping ahead in this #Covid_19 Pandemic situation.
We decided to provide meals From Tomorro…","en","Srikakulam, India",0,0,1,0,"neu",2021-05-27,"Srikakulam","India",0
"RT @DennisJesudasan: #TamilNadu CM M.K. Stalin writes to PM Narendra Modi seeking his intervention to hand over the assets of #HLLBioTechLt…","en","Pune, India",0.6908,0,0.584,0.416,"pos",2021-05-27,"Pune","India",1
"As a leader of public, 
your hard work during COVID-19 pandemic is appreciated. 

Now, suggested to organize 'YOGA'… https://t.co/wOcbMatOcO","en","Guwahati, India",-0.1027,0.135,0.865,0,"neg",2021-05-27,"Guwahati","India",-1
"@aimtc1936 Sir, I request you that you ask the goverment for Moratorium, please do not run the truck due to Sir Cov… https://t.co/uZcZUtZ5cJ","en","West Bengal, India",0,0,1,0,"neu",2021-05-27,"West Bengal","India",0
"India is proud of our scientists who have worked on Covid-19 vaccines: PM Modi
 https://t.co/YvXi44n967

via NaMo A… https://t.co/gicPA37dmm","en","Cochin,Kerala,India",0.4767,0,0.744,0.256,"pos",2021-05-27,"Cochin","India",1
"RT @vizhpuneet: COVID-19: Mounting Deaths Stir Powerlooms Back to Life in UP, Bihar as Demand for Shrouds Rises https://t.co/Qpd1QTv7OZ","en","Hubli, India",-0.6597,0.375,0.625,0,"neg",2021-05-27,"Hubli","India",-1
"@BBCHindi Very good and effective steps taken by the president of USA Joe biden. Enquiry must be done to reveal the… https://t.co/AzWtvBVSl5","en","Daltonganj, India",0.4404,0,0.791,0.209,"pos",2021-05-27,"Daltonganj","India",1
"RT @SoniaGurnani19: Beauty course practice class from home by FOR ALL  #stayhome https://t.co/sa8SgiMDXU","en","Ghaziabad, India",0,0,1,0,"neu",2021-05-27,"Ghaziabad","India",0
"Sources: #RoyalEnfield not facing labour issues and the shutdown is a preventive measure. #Approximately 175-220 Ro… https://t.co/PtCqyxhxWU","en","India",0.0258,0,0.864,0.136,"pos",2021-05-27,NA,"India",1
"RT @IndiaTodayTech: Covid-19 vaccination slots can soon be booked through third-party apps 
 https://t.co/YnykBKdnuH","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @kavita_krishnan: Folks, please contribute generously to the Covid Help Centre in Patna, which is doing very important work helping work…","en","Chennai, India",0.6597,0,0.649,0.351,"pos",2021-05-27,"Chennai","India",1
"@Ganesh23680201 Hi! Due to COVID-19 and as a measure of abundant caution, our branches will be available to serve y… https://t.co/01uECStzzr","en","Mumbai, India",0,0,1,0,"neu",2021-05-27,"Mumbai","India",0
"RT @LunchBoxPIndia: @tandonpearly shares how to use our website https://t.co/g4JqCqzZkp! Head on to find out more about us &amp; to arrange for…","en","Chandigarh, India",0.296,0,0.694,0.306,"pos",2021-05-27,"Chandigarh","India",1
"RT @AAPPunjab: ▶️""During the Covid-19 pandemic, the removal of the MBBS doctors serving in the villages by the Captain Amarinder Singh-led…","en","Khanna, India",0,0,1,0,"neu",2021-05-27,"Khanna","India",0
"RT @ShalabhGarg19: The Opposition will stoop to any low to see India fail in the fight against COvid-19!
@ashokgehlot51  @RahulGandhi @bhup…","en","Nagpur, India",-0.802,0.621,0.379,0,"neg",2021-05-27,"Nagpur","India",-1
"RT @gani_khateeb: _""He is not a believer who eats his fill whilst his neighbour is Hungry.""_

SIO Mahbubnagar City is Distributing *Daily 1…","en","Hyderabad, India",0,0,1,0,"neu",2021-05-27,"Hyderabad","India",0
"RT @OpIndia_com: Buying vaccines internationally is not like buying ‘off the shelf’ items, Govt talking with foreign vaccine makers: GOI cl…","en","New Delhi, India",0.3612,0,0.839,0.161,"pos",2021-05-27,"New Delhi","India",1
"RT @DDIndialive: Australia: Victoria to enter a one-week COVID-19 lockdown as authorities struggle to contain a highly-infectious outbreak.","en","Rewa, India",0,0,1,0,"neu",2021-05-27,"Rewa","India",0
"RT @SwarajyaMag: Zydus' Made In India COVID-19 Vaccine Found To Be Safe For Children Aged 12 And Above, Says MD Sharvil Patel

https://t.co…","en","Tiruchirapalli, India",0.4404,0,0.805,0.195,"pos",2021-05-27,"Tiruchirapalli","India",1
"RT @GargiRawat: ! French bloggers said they got emails recently from a person offering to pay them to make social-media videos criticizing…","en","Ajmer, India",-0.3612,0.226,0.774,0,"neg",2021-05-27,"Ajmer","India",-1
"RT @JPNadda: Myths on India’s Covid-19 vaccination program are arising due to distorted statements, half truths and… https://t.co/FKYVEVrKyv","en","Madhapar, Bhuj, Gujarat, India",0,0.169,0.662,0.169,"neu",2021-05-27,"Madhapar","India",0
"RT @indiatvnews: Covid-19: Zydus seeks DCGI nod to undertake clinical trials for monoclonal antibodies cocktail | via @IndiaTVNews https://…","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"RT @GargiRawat: Tamil Nadu Minster saying what many experts have arguing for. Count all the dead during the pandemic. Compare with previous…","en","Ajmer, India",-0.6486,0.281,0.719,0,"neg",2021-05-27,"Ajmer","India",-1
"RT @GargiRawat: Haryana To Give 1 Lakh Kits Of Ramdev's Herbal medicine 'Coronil' To Covid Patients #covid  https://t.co/DTlOW9xbPA","en","Ajmer, India",0,0,1,0,"neu",2021-05-27,"Ajmer","India",0
"RT @sanjeevmiglani: India scraps local trials for COVID shots to fast-track imports as it battles second wave https://t.co/fvtwENjn56","en","live in Kolkata , India",0,0,1,0,"neu",2021-05-27,"live in Kolkata ","India",0
"RT @hinduevola: This Andhrapradesh Ayurvedic medicine made by a guy called Anandayya which is in news since some days looks genuine,a coupl…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"Great initiative by @smitapop to assist citizens during this difficult #Covid times. @ArogyaAndhra @smitacare https://t.co/st4id8M6oG","en","Vijayawada, India",0.3818,0.236,0.377,0.387,"pos",2021-05-27,"Vijayawada","India",1
"RT @UNFPAIndia: Register now for an important interaction on neonatal management during the #COVID19 pandemic with Dr. Venkataseshan Sundar…","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"RT @SwarajyaMag: Zydus Cadila Seeks DCGI's Approval For Conducting Clinical Trials Of Antibody Cocktail To Treat Mild COVID-19
https://t.co…","en","Kolhapur, India",0.4019,0,0.816,0.184,"pos",2021-05-27,"Kolhapur","India",1
"What's wrong with saying Covid-19 variant. https://t.co/2GbfM0gWtp","en","New Delhi, India",-0.4767,0.508,0.492,0,"neg",2021-05-27,"New Delhi","India",-1
"RT @SevaFarmersangh: How drugs affect your body.
 https://t.co/8sj9NuAbSV 

#TNLockdown #Chennai #minister #TheNewsShots
b nvm #StaySafe #U…","en","Tamil Nadu, India",0,0,1,0,"neu",2021-05-27,"Tamil Nadu","India",0
"Well done, boy!!! Serving those in need even when u are stuck inside ur home #COVID19 #lockdown @ChitraSundaram7… https://t.co/a7LRnQwwXr","en","Bengaluru, India",0.0258,0.165,0.661,0.174,"pos",2021-05-27,"Bengaluru","India",1
"RT @SyedAkbarTOI: Sugandh Rakha, a rare Covid-19 warrior from Hyderabad. He has been helping patients and attendants on all fronts of the p…","en","Hyderabad, India",0.4019,0,0.769,0.231,"pos",2021-05-27,"Hyderabad","India",1
"RT @RajeevTiwariIND: #BREAKING

#ZydusCadila seeks DGCI
Approval

for antibody cocktail trial to treat mild #Covid patients

#IndiaFightsCO…","en","India",0.4019,0,0.748,0.252,"pos",2021-05-27,NA,"India",1
"Interview with our young n dynamic ZP member, Next Aland MLA Shri @harshaguttedar on Covid-19.

Link:… https://t.co/6JIfhxLFQN","en","Bengaluru, India",0,0,1,0,"neu",2021-05-27,"Bengaluru","India",0
"RT @PTI_News: HC seeks stand of Centre, Delhi govt on plea to ensure adequate supply of COVID-19 vaccines for national capital","en","Indore, India",0,0,1,0,"neu",2021-05-27,"Indore","India",0
"RT @YouthIndia_FDN: #BreakingNews:
Once a Covid hotspot, Dharavi sees just three new cases, lowest in second wave.

Read more: https://t.co…","en","Chennai, India",-0.3818,0.206,0.794,0,"neg",2021-05-27,"Chennai","India",-1
"RT @DeccanHerald: ""She had written an application to the district magistrate and state election commission to relieve her from duty due to…","en","Pune, India",0,0,1,0,"neu",2021-05-27,"Pune","India",0
"@VijaywaOfficial @VijayWadettiwar @CMOMaharashtra @INCMaharashtra @INCIndia @BJP4Maharashtra Sir mam 10 and 12 che… https://t.co/dcJr3RmCO2","en","Nagpur, India",0,0,1,0,"neu",2021-05-27,"Nagpur","India",0
"Vaccinated ✅💉    ❎🦠

Vaccinate yourself as soon as possible.
#vaccinated #Covishield","en","Chennai, India",0,0,1,0,"neu",2021-05-27,"Chennai","India",0
"RT @firatsunel: 2 Turkish military cargo  planes carrying medical supplies to fight COVID-19 in India arrive tonight in New Delhi. #India #…","en","India",-0.3818,0.167,0.833,0,"neg",2021-05-27,NA,"India",-1
"RT @republic: Milkha Singh shifted out of ICU, wife Nirmal hospitalised with COVID-19 pneumonia https://t.co/0MIe8A2ert","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @the_hindu: At least 69 healthcare workers working with the #ApolloHospital in Delhi tested positive for #COVID19 even after vaccination…","en","Bengaluru South, India",0,0,1,0,"neu",2021-05-27,"Bengaluru South","India",0
"#Lockdown: This roller coaster ride has surely given us new lessons and realizations. What is it that you would lik… https://t.co/MV7CCKwkAT","en","Bangalore, India",0.3182,0,0.796,0.204,"pos",2021-05-27,"Bangalore","India",1
"#NewsAlert | Udipi: 13 children test COVID-19 positive. Treatment underway at Covid hospital. 

Details by Imran. https://t.co/riD1UhkyUE","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @RajivKrishnaS: Great initiative by @smitapop to assist citizens during this difficult #Covid times. @ArogyaAndhra @smitacare https://t.…","en","Vijayawada, India",0.3818,0.236,0.377,0.387,"pos",2021-05-27,"Vijayawada","India",1
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍Only 6 States with 1 Lakh + #ActiveCases (As on 27th May, 2021 till 08:00 AM)

☑️ Follow #COVIDAp…","en","Pondicherry, India",0,0,1,0,"neu",2021-05-27,"Pondicherry","India",0
"RT @narendranath25: #Vaccinated with #Covishield @ #nerkundram UPHC #chennai . Vaccine for 18+ available adequately .No registration requir…","en","Chennai, India",0,0,1,0,"neu",2021-05-27,"Chennai","India",0
"Attention! @DCMysuru orders total #Lockdown from 29th May to 7th June.
Let’s break the Chain please stay at Home.… https://t.co/3psgQWQPNm","en","Mysore, India",0,0,1,0,"neu",2021-05-27,"Mysore","India",0
"👉 Virtual Event INVITATION: BCIC -On Containing Covid-19 through Lockdown and Unlock – An Overview
Register Now!… https://t.co/dPl8B0dPmG","en","Bengaluru, India",0,0,1,0,"neu",2021-05-27,"Bengaluru","India",0
"India Crosses 20 Cr Covid Vaccination Coverage, Second Country After US to Reach the Mark
https://t.co/Da4WLXA5OF… https://t.co/uCQBGUqHMM","en","India",0.0258,0,0.891,0.109,"pos",2021-05-27,NA,"India",1
"RT @ssxio: If you’re 33 and above you can now book your vaccine.

https://t.co/V1WTniOKg3

#vaccine #coronavirus","en","West Bengal, India",0,0,1,0,"neu",2021-05-27,"West Bengal","India",0
"RT @Indian3131: https://t.co/7fPZ1y9E8c

Brainless +Idiots +Illogical =BJP

#KafanChorBJP","en","Greater Noida, India",-0.5106,0.524,0.476,0,"neg",2021-05-27,"Greater Noida","India",-1
"RT @FinancialXpress: Our vaccine highly effective on Covid variant prevalent in India, suitable for 12 years and above: Pfizer to Govt
http…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"What We Did When Our Government Collapsed: My Father Saeed Naqvi’s COVID Story 

Farah Naqvi writes a powerful, evo… https://t.co/QaueuTXpR8","en","New Delhi, India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"RT @kishanreddybjp: Several myths on India’s #Covid-19 vaccination program are doing the rounds. These myths are arising due to distorted s…","en","Visakhapatnam, India",-0.3182,0.204,0.796,0,"neg",2021-05-27,"Visakhapatnam","India",-1
"Vaccinated #Covishield 1st dose today!💉","en","Tamil Nadu, India",0,0,1,0,"neu",2021-05-27,"Tamil Nadu","India",0
"Assam:northeast frontier railway zone locale carrying LMO for covid-19 https://t.co/ShpTKlI9Va","en","Guwahati, India",0,0,1,0,"neu",2021-05-27,"Guwahati","India",0
"RT @jigneshmevani80: The model state of Gujarat has become the epicenter for Black Fungus (#mucormycosis) with highest reported case in the…","en","Ahmadabad City, India",0,0,1,0,"neu",2021-05-27,"Ahmadabad City","India",0
"Together we can overcome this pandemic by following these steps to keep everyone safe against Covid-19. 

Wear a Ma… https://t.co/h1BaT73LOi","en","Shillong, India",0.4404,0,0.756,0.244,"pos",2021-05-27,"Shillong","India",1
"In a #Facebook live, Mysuru DC  informed the decision of the district administration to impose total lockdown from… https://t.co/tVy10OotPO","en","Mysore, India",0,0,1,0,"neu",2021-05-27,"Mysore","India",0
"RT @prasannavishy: Chinese State Media Is Now Attacking Anthony Fauci For His Comments On Covid-19 Origin Theory https://t.co/eXi4ZN93gc vi…","en","Bengaluru, India",-0.4767,0.237,0.763,0,"neg",2021-05-27,"Bengaluru","India",-1
"Royal Enfield to suspend production for 3 days

Royal Enfield has decided to once again suspend production at its p… https://t.co/ilsOrYS80m","en","India",-0.5574,0.365,0.635,0,"neg",2021-05-27,NA,"India",-1
"Big Blunder in UP, 1st do8se #Covishield and 2nd dose #covaxine given.

https://t.co/KWg7Fn7S7U https://t.co/DgjsN6b0GH","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @australian: Alina Chan was one of the first scientists to raise questions about the origins of Covid-19. A growing number of her peers…","en","Mumbai, India",0.0772,0,0.894,0.106,"pos",2021-05-27,"Mumbai","India",1
"Donate To These 5 Verified Organisations &amp; Local Charities To Fight The COVID-19 Pandemic via @idiva https://t.co/pAHZxjoUXR","en","Uttar Pradesh, India",-0.3818,0.245,0.755,0,"neg",2021-05-27,"Uttar Pradesh","India",-1
"RT @ReutersWorld: India has held talks with Pfizer, J&amp;J, Moderna for COVID-19 vaccines https://t.co/mLWQreSwxu https://t.co/SHAKfkueYB","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"GlaxoSmith launches trial for potential Covid-19 vaccine, production to begin ‘within weeks’ https://t.co/UC8PAdJ23C","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @vizhpuneet: Why Nehru would have dealt with COVID-19 better https://t.co/aGXRp5HK7Y","en","India",0.4404,0,0.58,0.42,"pos",2021-05-27,NA,"India",1
"@CEO_HZL Thank you for your appreciation. Your positive comments motivate us to keep our fight against Covid-19 up and running.","en","Faridabad, India",-0.0258,0.215,0.579,0.207,"neg",2021-05-27,"Faridabad","India",-1
"RT @ashwani_mahajan: 'Prices of many APIs, all coming from China, have gone up' 'The world over, everybody is asking for the same medicines…","en","New Delhi,India",0,0,1,0,"neu",2021-05-27,"New Delhi","India",0
"North delhi has at least 3466 new slots available between 27-05-21 &amp; 03-06-21.
Covishield:3466 
Covaxin:0 
18+:0 
4… https://t.co/DnqgTf2fdA","en","Delhi,India",0,0,1,0,"neu",2021-05-27,"Delhi","India",0
"We are digitally open.
Book your Favorite Hyundai Car Online and avail Special Offers 
For more details Call: 97310… https://t.co/B5iHmKbNl8","en","Karnataka, India",0.4019,0,0.803,0.197,"pos",2021-05-27,"Karnataka","India",1
"We are introducing our exclusive Work from #CountryRoads packages so that you can unwind and work remotely at the s… https://t.co/lUWcrlFJSx","en","West Bengal, India",0,0,1,0,"neu",2021-05-27,"West Bengal","India",0
"RT @swaraj1983: 40+ Artists across music comedy storytelling &amp; more doing what they do best to support @Khaanachahiye @Hemkunt_Fdn @Feeding…","en","Chennai, India",0.7845,0,0.42,0.58,"pos",2021-05-27,"Chennai","India",1
"The manufacturing of Russia's #SputnikV (@sputnikvaccine) Covid-19 vaccine will start soon in India as the country… https://t.co/iyFyHLblB9","en","Bhubaneshwar, India",0,0,1,0,"neu",2021-05-27,"Bhubaneshwar","India",0
"@abs_68 @1912PVVNL @UPPCLLKO @abhiagarwal5 @bahadurvaibhav @pvvnlbijnor @PvvnlMRT @ptshrikant @BJP4UP @BJP4India… https://t.co/WT5n4suwze","en","Najibabad, India",0,0,1,0,"neu",2021-05-27,"Najibabad","India",0
"RT @IPDefenseForum: The government of Japan will provide over 340,000 items, including isolation gowns, to Bangladesh to fight Covid-19, wh…","en","New Delhi, India",-0.3818,0.206,0.794,0,"neg",2021-05-27,"New Delhi","India",-1
"RT @SKCHILDRENFOUN1: There are a hundred reasons to give up, but you just need one reason to get up. So find that one reason and remember -…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on May 27th, 2021)

▶90.01% Cured/Discharged/Migrated (2,46,3…","en","Pondicherry, India",0,0,1,0,"neu",2021-05-27,"Pondicherry","India",0
"RT @Vijay65FilmPage: The team of #Vijay65 has postponed the Shooting due to the pandemic situation and the rising COVID-19 cases in TN ! No…","en","Chennai, India",-0.34,0.211,0.789,0,"neg",2021-05-27,"Chennai","India",-1
"Yogi Adityanath highlights UP's 'success' in COVID-19 fight; hits back at Opposition https://t.co/hwxr7I2d8Y","en","Mumbai, India",0.5423,0.177,0.408,0.415,"pos",2021-05-27,"Mumbai","India",1
"RT @adarpoonawalla: An emotional moment for the team at @SerumInstIndia as the first shipments of #Covishield finally leave for multiple lo…","en","Ashoknagar, India",0,0,1,0,"neu",2021-05-27,"Ashoknagar","India",0
"FAQ about COVID vaccine #covid #covidvaccine https://t.co/Y4vR8Jgek6 via @YouTube
@mkstalin @Subramanian_ma","en","Nagercoil, India",0,0,1,0,"neu",2021-05-27,"Nagercoil","India",0
"RT @bizntec1: MediBuddy witnesses a growth of 76% since February 2021. Data revealed they received maximum queries around 5 departments - C…","en","Bengaluru, India",0.3818,0,0.809,0.191,"pos",2021-05-27,"Bengaluru","India",1
"@Jibanjyotibis13 @Samsung @SamsungIndia @LGUS @whirlpool_india @WhirlpoolCorp @_IFB @IndiaHaier Hey, while front lo… https://t.co/QUf6jkQoLl","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"[15:23:18] 560047, 5 dose1 slots on 27-05-2021 at ST PHILOMENA HOSPITAL BLOCK 1, #COVISHIELD CAMP BELL ROAD VIVEK NAGAR #BBMP #Vaccination","en","India",-0.4404,0.225,0.775,0,"neg",2021-05-27,NA,"India",-1
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍Only 7 States with 10000 + Daily New Cases (As on 27th May, 2021 till 08:00 AM)

☑️ Follow #COVID…","en","India",0,0,1,0,"neu",2021-05-27,NA,"India",0
"RT @sbpryadav: We are Deploying MBBS Students, Nursing Students, BDS ,AYUSH even banking on ASHA workers in the fight of COVID-19 Pandemic…","en","Surat, India",-0.3818,0.167,0.833,0,"neg",2021-05-27,"Surat","India",-1
"RT @rwac48: Watch: Parul Khakkar’s powerful poem on Covid-19 corpses in the Ganga is now a Punjabi song https://t.co/LJ9bZnF8TJ via @scroll…","en","Hyderabad, India",0,0,1,0,"neu",2021-05-27,"Hyderabad","India",0
